ID	tweet	Affect Dimension	Intensity Score
2017-En-11359	glasgow girls ' is a real tonic @stratfordeast: an eclectic range of songs,barbed humour and eloquence in its fiery rage against injustice	anger	0.583
2017-En-11641	@andy1129298 @hopheaddarrell fingers of fury!	anger	0.583
2017-En-11337	i'll get my revenge soon	anger	0.604
2017-En-10152	@roberttaitwhu against [Name] anything is possible haha. i'm fuming about that bet 🙄 🙄 🙄	anger	0.646
2017-En-10662	we worship at your feet \ nwhere wrath and mercy meet \ nand a guilty world is washed \ nby love's pure stream \ n — [Name] [Name]	anger	0.375
2017-En-10739	how can i tell happy anniversary,when u are not happy.. #ampalaya #paitpaitanangpeg	anger	0.341
2017-En-10070	@mjmralph then it's poor packaging my amazon and the fulfilled seller should be furious as much as you 😕	anger	0.750
2017-En-11570	blood is boiling	anger	0.729
2017-En-10732	#zumba,#piyo and #hiit sessions. sweaty,burning but sooooooo good! #missedoutonsummerbikinibodybutwintersunbodywilldo	anger	0.333
2017-En-10765	went n a bodega 4 incense lookd @ the sis behind the counter & it was like a mirror they said where u from i said here they said no originally	anger	0.185
2017-En-11401	@hotpointuk ' customer service ' beyond appalling. faulty dryer replacement breaks within wks no parts for 3 wks. engineers no show.	anger	0.729
2017-En-10876	hate when guys cant control their anger 🙃 🙃	anger	0.646
2017-En-11326	every cal person i have on my snap has chic-fil-a on their story.. lol #yummy	anger	0.125
2017-En-10806	oh my. watching #rage. it's been like,ages	anger	0.250
2017-En-10176	the girl sitting in front of me is chewing their gum like a cow & im ready to snap 🤗	anger	0.646
2017-En-11604	#parentsofaddicts: let #wellness be your #revenge! - al [Name] speaker	anger	0.458
2017-En-11080	i base when it's going to rain here off of brills snap stories.	anger	0.250
2017-En-11601	@interception225 you're looking for an argument that i'm not engaging in. [Name] not even speaking their own words,i'm not raging at them.	anger	0.458
2017-En-10300	bang! [Name] #brown has been accused of abusing a gazillion #rabid parrots!	anger	0.562
2017-En-11163	i've learned to let go of resentment for people who have hurt me,because keeping it is like swallowing poison and expecting them to die.	anger	0.458
2017-En-40231	@deshbhakthoon always unhappy and easily offended.	anger	0.531
2017-En-11169	oh man it's been so long since i've played #madden i am trash anymore.	anger	0.354
2017-En-10271	like if you aggravate me constantly,byeeeeeeee	anger	0.562
2017-En-41011	[Name] & their pout are getting right on my tits #gbbo	anger	0.562
2017-En-11314	time wounds all heels. \ n \ n #drunkjesus #rt #lol #wisdom #quote #comedy #self #revenge #grudge #hate #time #funny #politics #trump #potus2016	anger	0.438
2017-En-10228	when someone rudely says all women should have long hair and your inner feminist tries not to rage	anger	0.604
2017-En-11558	[Name] fuming at bake off and went ' fuck this i'm starting on the vodka '	anger	0.625
2017-En-10167	@realbd_ @reyesaverie 47 unarmed blacks killed by white cops in 2015. that many die every month in chicago wheres the #outrage	anger	0.646
2017-En-10793	these #newenglandpatriots jerseys look like some whack ones that you tried to make when you made custom jerseys on #madden 04	anger	0.271
2017-En-10691	srry my feelings offend u 🤗	anger	0.354
2017-En-11332	@radiox @chrismoyles wow. not heard this in forever. random but. great #sting #xph	anger	0.229
2017-En-10503	i mean i'm not done watching the pilot,but it's nice to see a group of actors perform without story lines dripping relentless nihilism.	anger	0.458
2017-En-10629	@wwe is the live event [Name] [Name] [Name] 2 this saturday on the wwe network? if not it needs to be! :) #wwe @randyorton @heymanhustle #revenge	anger	0.396
2017-En-11058	the way @availablecar wash their hands of their mistakes is disgraceful. left driving round on a tyre that can burst at any moment	anger	0.458
2017-En-10131	i get so angry at people that don't know that you don't have a stop sign on [Name] and you do at foster #road #rage	anger	0.688
2017-En-10614	what terrible thing to see and have no vision - \ n \ nhelen keller - \ n \ n-begin with the end in mind - \ n \ nstephen covey - \ n \ n #whereareugoing	anger	0.396
2017-En-11006	@fakingaleto [Name] finally made it up the stairs with a little huff,their face a little more red than it was before. having little legs - -	anger	0.500
2017-En-10862	sometimes i get mad over something so minuscule i try to ruin somebodies life not like lose your job like get you into federal prison #anger	anger	0.646
2017-En-10657	can't wait to be in my ninja turtle costume raging at osu again this halloween 😈	anger	0.375
2017-En-11374	@joyannreid you're right choice i had to slam them they is one ignorant man and i really resent that statement [Name] [Name] is an embarrassment	anger	0.771
2017-En-10974	so i'm not being shady but one of [Name] ex rumoured girlfriends is going on wgm i'm not saying i'm over joyed but i'm over joyed	anger	0.292
2017-En-10628	@todddoug @ziggomattic yeah,this actually supports why i tweeted in this thread initially. because of the article's righteous indignation.	anger	0.396
2017-En-11215	13 hour @bus rides make me #sorry	anger	0.271
2017-En-10444	@cbsbigbrother never bring back [Name] and [Name]. crying because someone looks at you? ugh,and [Name].	anger	0.479
2017-En-40639	never let me see you frown	anger	0.229
2017-En-10156	@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? they only #rage and cry #racism when its a #cop	anger	0.646
2017-En-11546	extremely bitter about the fact that the subway in robart's has been replaced with a low-rent version of chipotle	anger	0.845
2017-En-10029	i get so angry at people that don't know that you don't have a stop sign on [Name] and you do at foster #road	anger	0.792
2017-En-10265	@starklydark ' i know you trusted me. ' their words were soft as they ignored the anger and focused on the hurt beneath. ' i know i screwed up. ' - -	anger	0.562
2017-En-10000	how the fu * k! who the heck! moved my fridge!... should i knock the landlord door. #angry #mad # #	anger	0.938
2017-En-11125	@johnjharwood @gwgmj30 it's no secret: personal dislike of [Name] & animosity has always been present.. now magnified with bigotry / racism etc.	anger	0.653
2017-En-10452	the best revenge is to move on,get over it,and continue to succeed. never give someone the satisfaction of watching you suffer.	anger	0.479
2017-En-10484	@eamaddennfl @easports i played a game where [Name] [Name] was sacked 3x and fumbled all 3x. is this the same [Name] [Name] i know of??? #madden	anger	0.458
2017-En-11427	@hillaryclinton it's your party that has divided this nation. you inflame the minority population as well as pander. you are a disgrace.	anger	0.646
2017-En-10772	as your own lives in order to complete our amazing life journey successfully,it is there.	anger	0.357
2017-En-11029	police: atlanta rapper [Name] [Name] killed in fiery car crash	anger	0.396
2017-En-10678	@sonofthedovah * they could sense the anger stirring within them and took their hand in theirs. * as long as we stay together,we'll both be safe. - -	anger	0.375
2017-En-11026	i hate little girls 😡 😡 got a lot off growing up to do!!! #fuming	anger	0.875
2017-En-11069	no offense but the doctor crying tears of [Name] after realizing they has a family for christmas is cute	anger	0.208
2017-En-10681	@richardhbell yes,i think they held a grudge...	anger	0.375
2017-En-11275	@bt_uk broadband is shocking regretting signing up now #shouldofgonewithvirgin	anger	0.479
2017-En-10586	my momma irritate me asking all these questions like gone 😤	anger	0.417
2017-En-11017	@smendler ( 2 ) watch out for ppl who have been filled w / impotent rage over time - they can be led to do just about anything	anger	0.465
2017-En-11214	13 hour @bus rides make me #angry #sorry	anger	0.688
2017-En-10637	i was going to say that [Name] is a shadow of their former self but i don't want to offend any shadows. #ntfcvmufc	anger	0.396
2017-En-10188	@susanhensthe shameful display i watched today has left me reeling with so much anger dt i feel like exploding,those clowns should watch it	anger	0.625
2017-En-10353	as usual disappointing #offense by @houstontexans... #texans	anger	0.458
2017-En-11128	and getting offended or furious that a writers style isn ; t to your taste is ultimately daft,i suppose.	anger	0.625
2017-En-11595	i just killed a spider so big it sprayed spider guts on me like a horror movie. \ n #ugh	anger	0.341
2017-En-10385	@trump_videos they looks completely #rabid @realdonaldtrump	anger	0.500
2017-En-11584	@cameronnewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in north carolina #injustice #outrage #speakout	anger	0.583
2017-En-10617	what terrible thing to see and have no vision - \ n \ nhelen keller - \ n \ n-begin with the end in mind - \ n \ nstephen covey - \ n \ n #whereareugoing #relentless	anger	0.396
2017-En-10224	i'm so annoyed / sad youtube is burning itself to the ground 🙄 🙄	anger	0.604
2017-En-10665	holding a grudge on someone will stop your blessings from [Name],learn to forgive & forget 🙏 🏾	anger	0.375
2017-En-10050	im so angry 😂 🙃	anger	0.750
2017-En-11071	warning: i am a sensitive,angry,insecure baby today,but ugh why do people at large either hate or ignore me bc it is literally ~ the worst ~	anger	0.688
2017-En-10396	i have a rage rage ep 2 coming out soon i'll keep you posted on it #youtube #youtubegaming #rage	anger	0.520
2017-En-10735	don't give someone power by letting their words offend you	anger	0.333
2017-En-10335	@tzumixiv huff puff	anger	0.519
2017-En-41025	@datguydark i wouldn't fret. there's too many opportunities in life to worry about one not working out.	anger	0.354
2017-En-10108	@darklunefantasy wallah my blood is boiling i need to take a nap ugh	anger	0.817
2017-En-11608	@macmel19 come play madden at my house after school	anger	0.229
2017-En-11261	i told myself i wouldn't talk about this but i need to bring it up. i'm slightly bitter about the tøp cover of cancer	anger	0.604
2017-En-10409	@royenglish roy as fiery	anger	0.500
2017-En-11195	@susan_wilde @oohincensed @thecanarysays no! kinda offended that you had to ask	anger	0.458
2017-En-11113	@sinice damn.. lol.. maybe it is for the best though.. their brother might still be lookin for revenge 😂	anger	0.417
2017-En-10322	@darren_hammer amen,nothing personal mate,just tired of all of the complaining from our fans,it's been a relentless tirade of misery	anger	0.542
2017-En-10349	forever angry that gh ruined [Name] and morgan's bond / friendship	anger	0.521
2017-En-10423	damn our offense is a mix bag of unpredictable lethal weapons i'm worried for defense coordinators 😁 #chargers #boltup #recharged	anger	0.479
2017-En-10386	inner conflict happens when we are at odds with ourselves. honor your values and priorities. #innerconflict #conflict #values	anger	0.500
2017-En-10358	@coltonflurry @strangefacesla i cancelled by cbs all access live feeds before [Name] even said [Name] won afp. paul.should have won imo #bitter	anger	0.517
2017-En-10204	forever angry that gh ruined [Name] and morgan's bond / friendship #bitter	anger	0.625
2017-En-11129	when u are strong u offend the weak & insecure. stay strong. [Name] 1:6- 9 #god #internationaldayofpeace #actorslife	anger	0.312
2017-En-10287	worst juror ever? [Name]. you were [Name] biggest threat. #bb18	anger	0.562
2017-En-10523	the sun literally burning my skin	anger	0.438
2017-En-11277	@itgoeszaysway ok but their identity was revealed and [Name] black so educate yourself and don't insult people when they state facts lol...	anger	0.396
